youtube_link,video_title,video_description,view_count,subscriber_count,published_timestamp,facebook_graph_reactions,facebook_graph_comments,facebook_graph_shares,twitter_post_count,facebook_post_count,days_to_remove,total_engagement,engagement_per_day
https://youtube.com/watch?v=-1PJjn0Z6rw,Doctors Speak Out About COVID 19 & The Violent Suppression Of Your Rights,"Created & Edited By Ryan Cristián The only question, is whether We The People have the courage to stand for what we know to be right, or if we will allow our...",1896.0,8.0,2020-05-11,1500,540,1167,87,15,5,3309,661.8
https://youtube.com/watch?v=-79cDu2UVjw,"Coronavirus Survivor Talks On Treatment, Road To Recovery From COVID-19",COVID-19 patient James Cannizzaro took the drug chloroquine for 10 days to get through a life-threatening COVID-19 infection. CBS2's Tara Jakeway reports.,2789.0,,2020-04-06,91,11,66,5,4,65,177,2.723076923076923
https://youtube.com/watch?v=-91Cy1neVFw,El Gran engaño del Coronavirus según el virólogo Pablo Goldschmidt,"Para el virólolo Pablo Gldschmidt, el Coronavirus, que es real, es simplemente para él un gran engaño que esta muy bien inflado y manejado por la elite banca...",3065.0,650.0,2020-03-30,125,10,114,27,3,71,279,3.9295774647887325
https://youtube.com/watch?v=-E2899wvEeI,CELEBRATE! The Epidemic Is Over! Let's All Get Back to Work and Play Today!,Subscribe to the The Dollar Vigilante newsletter: https://www.dollarvigilante.com/subscribe Subscribe to the The Crypto Vigilante newsletter: https://www.dol...,65266.0,260000.0,2020-04-17,4823,2606,3883,48,35,53,11395,215.0
https://youtube.com/watch?v=-GUx8qrYyv8,CHLOROQUINE: THE CURE FOR COVID-19?,CHLOROQUINE: THE CURE FOR COVID-19? Today the #WhiteHouse announced a possible cure for #Coronavirus. You heard it on The HighWire first. #CHLOROQUINE #COVID...,74361.0,125000.0,2020-03-20,7489,6197,4432,213,55,81,18386,226.98765432098764
https://youtube.com/watch?v=-Oq6IOP1sd8,Hydroxychloroquine,,10687.0,2.0,2020-04-01,547,472,322,53,1,70,1395,19.928571428571427
https://youtube.com/watch?v=-VSDCwD2dDo,SOCIAL DISTANCING IS A HOAX,"#PSYOP #MINDCONTROL #SOCIALENGINEERING
COV-ID is Code Speak/Double Speak for the Cover to Covert the ID ID 2020 ... bio metric VC...
Mask = keep your mouth shut
Social Distancing = Do not gather Do not protest ... Do not be human ..
Covid = Stay in Fear.. ..b/c They need your fear to feed the operation at hand your Fear makes for comply .. submit makes you Bow Down..

https://www.youtube.com/watch?v=-VSDCwD2dDo

RESHARE: Include Original Post",70869.0,397000.0,2020-04-24,2205,1416,1315,57,18,38,5011,131.8684210526316
https://youtube.com/watch?v=-YYluYnT40U,"Coronavirus, el terrible virus del miedo.""","Los carroñeros de la industria farmacéutica española, ya ven negocio en el Coronavirus de China y han ofrecido sus servicios de detección. Y para ultimar las...",91581.0,16100.0,2020-01-30,26919,4780,14377,50,85,80,46211,577.6375
https://youtube.com/watch?v=-oIIP-i2K8I,Man smashes 5g towers down with tank after testing area for radiation,A man takes it upon himself to get in his friends APC/tank and destroy mobile phone masts he believes are causing him to fall ill after testing the area and ...,453134.0,2.0,2020-03-30,115646,37382,52162,164,153,7,205507,29358.14285714286
https://youtube.com/watch?v=-rMjsOuM0TY,Doctor Destroys Media Covid-19 Narrative,Doctor Destroys Media Covid-19 Narrative,20.0,1580.0,2020-04-25,3356,3628,1694,56,17,40,8751,218.775
https://youtube.com/watch?v=-s15mh2-ncE,Plandemic Documentary The Hidden Agenda Behind Covid 19,Reminder: This documentary is a reupload. I did not make this. Please share and download this video. it will most likely be deleted by youtube. (This video s...,187377.0,1160.0,2020-05-06,101750,110858,30697,371,58,4,243734,60933.5
